id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21762969,COZY BEAUTIFUL STUDIO- UPPER WEST SIDE,158552987,Juan Luis,Manhattan,Harlem,40.83172,0.0,Private room,80,1,2,2017-12-22,0.11,1,0
21763302,Astoria flat 5 minutes to subway 10 mins to NYC,158048302,Marilyn,Queens,Ditmars Steinway,40.77416,0.0,Entire home/apt,83,5,13,2019-06-22,0.68,1,365
21764778,Bright New York Loft in Williamsburg/Bushwick,12776493,Sonia,Brooklyn,Williamsburg,40.70378,0.0,Entire home/apt,92,3,4,2018-01-13,0.21,1,0
21765794,"Nice private bedroom, prime East Village",154266431,Steven,Manhattan,East Village,40.72419,0.0,Private room,95,3,36,2019-07-01,1.83,3,9
21765895,Fashion Blvd Flat 20 minutes from City Center!,152636597,Alexes,Bronx,Mott Haven,40.81039,0.0,Private room,73,1,1,2018-06-09,0.08,1,0
21766169,Cozy 2BR in Rockefeller Center / Times Square,4227606,Cindy,Manhattan,Midtown,40.75697,0.0,Entire home/apt,255,4,5,2018-05-04,0.26,2,0
21766524,Beautifully Decorated Entire Floor of Brownstone,965946,Sunil,Brooklyn,Park Slope,40.67271,0.0,Entire home/apt,200,5,1,2019-06-30,1.0,1,31
21766776,Spacious Renovated Duplex in Central Harlem,4379024,Claire,Manhattan,Harlem,40.80486,0.0,Entire home/apt,225,3,2,2018-08-09,0.13,1,1
21767656,AMAZINGLY LOCATED DECORATED ONE BEDROOM CONDO,14321520,Edward,Manhattan,Hell's Kitchen,40.76521,0.0,Entire home/apt,275,4,0,2019-06-23,0.72,1,0
21767672,"Sun kissed, loft studio in the heart of Chelsea",27293055,Sara,Manhattan,Chelsea,40.74143,0.0,Entire home/apt,159,3,3,2018-02-19,0.16,1,0
21767943,Cozy Hideaway in Artist’s Industrial Loft,158599708,Richard,Brooklyn,Prospect Heights,40.68109,0.0,Entire home/apt,195,3,47,2019-03-09,2.44,1,0
21769638,Bohemian chic Brooklyn floor thru,82119233,Jenny,Brooklyn,Bedford-Stuyvesant,40.69395,0.0,Entire home/apt,135,3,46,2019-06-30,2.36,2,255
21769940,"Light-filled, cozy apartment -convenient location!",13015084,Payal,Queens,Sunnyside,40.74543,0.0,Entire home/apt,100,3,35,2019-06-30,1.78,1,2
21770068,Brooklyn Gem! Close to transportation!,21153742,Ezra,Brooklyn,Bedford-Stuyvesant,40.68882,0.0,Private room,150,3,2,2017-11-28,0.1,1,364
21770746,The Long House - Williamsburg!,7760308,David & Mallory,Brooklyn,Williamsburg,40.71425,0.0,Entire home/apt,175,1,33,2019-06-23,1.96,1,0
21771041,"Small apt in LIC, NY.",158628576,Carol & Darcy,Queens,Sunnyside,40.74048,0.0,Entire home/apt,170,1,1,2018-08-06,0.09,1,0
21771395,Shared Apartment,124042625,Brown,Queens,Corona,40.74223,0.0,Private room,50,1,4,2018-07-10,0.2,1,95
21771454,Newly renovated bedroom apartment - 2 beds,23596542,Javier,Brooklyn,Crown Heights,40.6768,0.0,Entire home/apt,78,5,2,2018-08-26,0.11,1,0
21771486,Park Slope it! Close to Manhattan! Renovated!,31697949,Michelle,Brooklyn,Sunset Park,40.66475,0.0,Private room,30,2,7,2018-05-15,0.36,1,0
21771502,Beautiful 5th avenue apartment with balcony,35169885,Boris,Manhattan,Chelsea,40.73649,0.0,Entire home/apt,200,10,3,2018-04-29,0.16,1,0
21771881,Cozy Studio near all Attractions in NYC.,158634669,Juan Carlos,Brooklyn,Sheepshead Bay,40.58747,0.0,Entire home/apt,80,1,42,2019-06-28,2.11,1,28
21772083,Comfortable 1 Bedroom Apartment,26744799,Chris,Brooklyn,Bath Beach,40.60674,0.0,Entire home/apt,99,3,39,2019-07-01,2.37,1,306
21772258,Beautiful Home in Park Slope!,41118093,Brittany,Brooklyn,Park Slope,40.67329,0.0,Entire home/apt,125,3,2,2018-03-13,0.1,1,0
21774455,Charming 1BD Apartment near Empire State building,1010743,Mike,Manhattan,Kips Bay,40.74295,0.0,Entire home/apt,165,3,2,2019-07-01,0.11,1,2
21777252,Bohemian 2 Bedroom in the East Village,4333342,Megan,Manhattan,East Village,40.72833,0.0,Entire home/apt,159,6,6,2019-05-12,0.31,2,12
21778446,Romantic Getaway,129602851,W.,Bronx,Pelham Bay,40.84607,0.0,Entire home/apt,99,7,1,2018-02-01,0.06,2,349
21779257,Cozy bedroom in NYC great for your next vacation!,158692215,Leigha,Manhattan,Harlem,40.82738,0.0,Private room,50,3,1,2017-11-26,0.05,1,0
21780343,Elegant one bedroom in Prospect Heights,38358245,Sarah,Brooklyn,Prospect Heights,40.67665,0.0,Entire home/apt,96,7,1,2018-01-11,0.06,1,0
21780433,Bright room in East Williamsburg,9953808,Savanah,Brooklyn,Williamsburg,40.70782,0.0,Private room,65,2,1,2018-05-15,0.07,1,0
21780501,"Beautiful, Bright Apartment in Heart of Chelsea",53507512,Bridget,Manhattan,Chelsea,40.74328,0.0,Entire home/apt,226,4,0,2019-06-23,0.72,1,0
21781196,Private room (2 beds) close to Time Square,66797339,Christian,Manhattan,Hell's Kitchen,40.76026,0.0,Private room,250,3,1,2017-12-11,0.05,1,0
21781515,Garden Apartment in the Heart of Greenpoint,35020019,Michael,Brooklyn,Greenpoint,40.72513,0.0,Private room,110,2,21,2019-06-24,1.37,1,336
21781648,3 Bedroom designer apartment with views,98014,Raza,Brooklyn,South Slope,40.66821,0.0,Entire home/apt,245,3,0,2019-06-23,0.72,1,0
21781859,Mid-town West 5-min walk to Central Park,2368634,Jen,Manhattan,Upper West Side,40.76814,0.0,Entire home/apt,220,5,2,2018-09-06,0.1,1,0
21783298,Upper West Side Quiet and Private Studio,11387702,Rob,Manhattan,Upper West Side,40.78037,0.0,Entire home/apt,145,7,0,2019-06-23,0.72,1,0
21783619,Cozy room at Columbia University,50048064,T,Manhattan,Morningside Heights,40.80369,0.0,Private room,50,1,0,2019-06-23,0.72,1,0
21783724,Park Slope Beauty For Your Winter Stay In NYC,2101238,Ty,Brooklyn,Park Slope,40.67681,0.0,Entire home/apt,170,2,9,2018-04-15,0.45,1,0
21784156,East Village Penthouse - Private Bedroom,16866,Nicholas,Manhattan,East Village,40.7301,0.0,Private room,135,3,32,2019-06-19,1.7,2,76
21784437,Classic Brooklyn room in brownstone neighborhood,33836993,Daniela,Brooklyn,Bedford-Stuyvesant,40.68884,0.0,Private room,65,7,1,2017-12-29,0.05,1,0
21785426,Brooklyn Home with a Backyard!,5269420,Abigail,Brooklyn,Bedford-Stuyvesant,40.68739,0.0,Entire home/apt,125,2,2,2018-10-27,0.11,1,0
21785453,Hell’s Kitchen (52nd Street & 9th Avenue),158745515,Nick,Manhattan,Hell's Kitchen,40.76424,0.0,Private room,60,1,0,2019-06-23,0.72,1,0
21786337,Master Bedroom in Harlem - 20 min to Midtown!,64837680,Andrea,Manhattan,Harlem,40.82774,0.0,Private room,60,1,1,2018-01-01,0.05,1,0
21786868,Spacious Lower East Side with private balcony,78999831,Michael,Manhattan,Lower East Side,40.72221,0.0,Private room,200,2,0,2019-06-23,0.72,1,0
21786958,Slice of Heaven @ 811,105130665,Sharon,Brooklyn,Crown Heights,40.6703,0.0,Entire home/apt,250,3,44,2019-07-04,2.33,1,52
21787094,Spacious and Bright Midtown East Apartment,415290,Michael,Manhattan,Upper East Side,40.76436,0.0,Entire home/apt,325,1,0,2019-06-23,0.72,1,0
21788688,Historic Turret Retreat (Smart TV/Cable/Wifi),54921733,Louise,Brooklyn,Flatbush,40.6437,0.0,Private room,85,7,3,2018-06-26,0.18,3,0
21788734,Beautiful large room in Morningside Heights,26095943,Finola,Manhattan,Morningside Heights,40.80423,0.0,Private room,60,10,0,2019-06-23,0.72,1,2
21789289,Room in house with WiFi and Netflix,119848398,Devi,Bronx,Parkchester,40.83067,0.0,Private room,35,1,14,2019-07-02,0.7,2,1
21794374,@the heart Of Queens. 20Mins 2 Downtown.nearall.B,60291768,Kim,Queens,Elmhurst,40.73914,0.0,Entire home/apt,99,4,42,2019-06-16,2.17,2,64
21794522,Colorful Bed Stuy studio apartment,4575233,Ben,Brooklyn,Bedford-Stuyvesant,40.69259,0.0,Entire home/apt,140,3,2,2017-12-11,0.1,1,0
21796185,Beautiful one bedroom apartment centrally located,117711581,On,Brooklyn,Midwood,40.62914,0.0,Entire home/apt,116,2,2,2019-05-19,0.11,1,0
21796834,Beautiful private room in Greenpoint,33082247,Jimena,Brooklyn,Greenpoint,40.72391,0.0,Private room,60,3,2,2018-04-01,0.1,1,0
21797359,Bayridge 2 bedroom furnished apartment.,119029523,Ebada,Brooklyn,Fort Hamilton,40.62231,0.0,Entire home/apt,130,4,4,2018-08-05,0.22,3,324
21797928,Charming Ditmas Park Air B&B,6335178,Paula,Brooklyn,Flatbush,40.63146,0.0,Entire home/apt,95,3,24,2019-06-06,1.25,1,277
21798589,Thanksgivings - Upper East 1 bedroom,51538706,Moises,Manhattan,East Harlem,40.78639,0.0,Entire home/apt,108,3,1,2017-11-26,0.05,1,0
21798722,Private Studio in Queens Blvd /Min 2guest perstay,153141476,Franz,Queens,Briarwood,40.70593,0.0,Entire home/apt,50,1,47,2019-06-01,2.38,3,40
21799111,Charming and snug 1 bd in West Village near soho,17692768,Isabella,Manhattan,West Village,40.73226,0.0,Entire home/apt,175,6,11,2018-10-08,0.62,1,0
21799291,East Village Alcove Studio with Great Light & View,78534291,Max,Manhattan,East Village,40.72202,0.0,Entire home/apt,230,5,3,2019-01-04,0.16,1,0
21799470,"Beautiful, quiet room with ensuite bathroom",10440477,Anne-Katrin,Brooklyn,Bedford-Stuyvesant,40.68507,0.0,Private room,60,1,1,2018-01-01,0.05,2,0
21800401,Brooklyn Treehouse,85162903,Amelia,Brooklyn,Williamsburg,40.7115,0.0,Entire home/apt,130,3,1,2017-11-26,0.05,1,0
21800445,Gorgeous 2-Level East Village Apt (2 Bed/1.5 Bath),5443000,Erin,Manhattan,East Village,40.73103,0.0,Entire home/apt,299,2,21,2019-06-11,1.08,2,2
21801514,Apartment in trendy Nolita,3644416,Kaaran,Manhattan,Nolita,40.72207,0.0,Entire home/apt,270,7,0,2019-06-23,0.72,1,0
21801520,"Private, Cozy Manhattan Bedroom",5742326,Dina,Manhattan,Harlem,40.8217,0.0,Private room,48,1,1,2017-12-01,0.05,1,0
21802458,Charming loft-style apartment with private balcony,59281169,Nicole,Manhattan,Greenwich Village,40.73449,0.0,Entire home/apt,300,1,29,2019-06-22,1.46,1,39
21802923,Private Bedroom with Private Entrance in Brooklyn.,72466752,Nelima,Brooklyn,Bushwick,40.70247,0.0,Private room,60,4,16,2019-06-30,0.83,1,42
21803004,Modern Room in the heart of Manhattan(just female),156246842,Sandra,Manhattan,Theater District,40.76069,0.0,Private room,99,3,46,2019-06-20,2.49,3,25
21804158,First Class Suite in Central Manhattan,30322413,Sarah,Manhattan,Midtown,40.76398,0.0,Private room,325,1,0,2019-06-23,0.72,1,0
21804600,The garden apartment,158781381,Samuel,Brooklyn,East New York,40.66204,0.0,Entire home/apt,90,2,54,2019-06-25,2.84,2,255
21804666,Luxury room at Hudson Yards,158731650,Jamal,Manhattan,Hell's Kitchen,40.75605,0.0,Private room,139,1,0,2019-06-23,0.72,1,0
21805468,ELEGANT BROOKLYN GARDEN STUDIO,158925455,Marlene,Brooklyn,East Flatbush,40.63794,0.0,Entire home/apt,60,2,46,2019-07-02,2.34,1,300
21809773,1 Bedroom close to Prospect Park and Manhattan,158961969,Victor,Brooklyn,Flatbush,40.64124,0.0,Entire home/apt,110,1,45,2019-06-16,2.31,1,18
21810203,Huge private bedroom one block from the train! :),2385790,G,Brooklyn,Bedford-Stuyvesant,40.69568,0.0,Private room,69,1,0,2019-06-23,0.72,2,0
21811156,Cool and Cozy East Village Studio - Best Location,158974584,Emma,Manhattan,East Village,40.72456,0.0,Entire home/apt,125,5,3,2018-01-02,0.16,1,0
21811946,East Village - Spacious & Colorful,2285348,Kevin,Manhattan,East Village,40.72929,0.0,Entire home/apt,196,2,7,2018-12-30,0.36,1,0
21812980,New Brooklyn apartment with a view,157558461,Rasmus,Brooklyn,Bedford-Stuyvesant,40.69001,0.0,Private room,80,3,2,2019-04-18,0.11,3,5
21813179,Cozy room for 1-4 guests in the heart of NYC,119651060,Josephine,Manhattan,Hell's Kitchen,40.76151,0.0,Private room,111,4,1,2017-12-12,0.05,1,0
21813407,Light bedroom with Manhatten skyline view,157558461,Rasmus,Brooklyn,Bedford-Stuyvesant,40.69102,0.0,Private room,80,3,3,2018-09-30,0.16,3,88
21813560,"Private Room in Sunny, Spacious 3 Bdrm Apartment",19138757,Helen,Brooklyn,Crown Heights,40.67517,0.0,Private room,60,3,4,2018-09-30,0.22,1,302
21813814,Cute and convenient WB apartment,158997467,Thomas,Brooklyn,Williamsburg,40.70966,0.0,Private room,75,2,41,2018-10-29,2.11,2,0
21814527,Large One Bedroom  in Inwood.,51152932,Katelynn,Manhattan,Inwood,40.86794,0.0,Entire home/apt,70,1,4,2018-10-07,0.2,1,3
21814906,Live/Work East Williamsburg Loft,6502688,Bryan,Brooklyn,Williamsburg,40.70592,0.0,Entire home/apt,165,2,7,2019-02-03,0.37,1,0
21815771,Cozy Affordable room in Brooklyn,158920456,Diego,Brooklyn,Bedford-Stuyvesant,40.6786,0.0,Private room,40,1,13,2019-06-30,0.65,1,184
21815831,Private Master BedRoom with Private bath in NYC,24528756,Hamza,Manhattan,Hell's Kitchen,40.76617,0.0,Private room,170,1,3,2017-11-26,0.15,1,0
21815842,Spacious 2 bedroom in beautiful Clinton Hill,1931990,Yarden,Brooklyn,Clinton Hill,40.68859,0.0,Entire home/apt,93,3,2,2018-05-11,0.13,1,0
21816278,Big Sunny Room in Bedstuy/Clinton Hill Brownstone,48960226,Julia,Brooklyn,Bedford-Stuyvesant,40.69065,0.0,Private room,47,1,5,2018-03-08,0.25,1,0
21816442,Cosy and Bright Apartment in Downtown Brooklyn,48159029,Evie,Brooklyn,Bedford-Stuyvesant,40.69179,0.0,Entire home/apt,200,1,0,2019-06-23,0.72,1,0
21816519,Large & bright apartment in the West Village,24123958,Elliot,Manhattan,West Village,40.73522,0.0,Entire home/apt,175,2,19,2018-09-06,1.03,1,0
21816522,Cozy Private Room in Upper Manhattan,39739038,Stephanie,Manhattan,East Harlem,40.79741,0.0,Private room,120,1,3,2018-09-19,0.22,2,179
21816757,Newly Renovated Brooklyn Apartment,159023062,Victoria,Brooklyn,Crown Heights,40.67372,0.0,Entire home/apt,70,2,12,2018-12-28,0.61,1,0
21817150,Spacious & Airy Loft Apartment in Williamsburg,35567813,Hilary,Brooklyn,Williamsburg,40.71576,0.0,Entire home/apt,175,2,0,2019-06-23,0.72,1,35
21817570,Quiet top floor studio,7412033,Evan,Manhattan,Upper East Side,40.76951,0.0,Entire home/apt,105,2,14,2018-05-28,0.71,1,0
21817961,Enjoy Harlem,66472428,Adrianne,Manhattan,Harlem,40.81029,0.0,Entire home/apt,165,3,1,2017-12-14,0.05,1,0
21818110,阳光之家,159027993,Michelle,Queens,Flushing,40.75997,0.0,Private room,48,4,14,2019-06-14,0.72,2,171
21818641,Modern 1 BR Hell's Kitchen condo with courtyard,159042433,Alexander,Manhattan,Hell's Kitchen,40.76172,0.0,Entire home/apt,195,3,3,2018-12-01,0.16,1,0
21822599,"Sunny,  spacious 2 bdrm in Park Slope w/ parking",18146582,Bert,Brooklyn,Park Slope,40.6789,0.0,Entire home/apt,280,4,2,2019-07-05,0.11,1,0
21822750,*AWESOME PLACE*2 MIN SUBWAY!,159020652,JoaoLinda,Brooklyn,Bushwick,40.68235,0.0,Private room,48,2,58,2019-06-30,3.04,1,349
21822768,Central Park apt 7/10-7/18 nyc summer July,3239797,Rachel,Manhattan,Upper West Side,40.79401,0.0,Entire home/apt,228,7,1,2018-07-17,0.08,1,0
21823574,Quiet and cozy in Queens and close JFK Airport,159088461,Rudy,Queens,Howard Beach,40.66802,0.0,Private room,55,2,0,2019-06-23,0.72,1,363
21823815,SUNNY BROOKLYN VIBES,44232555,Dániel,Brooklyn,Williamsburg,40.70358,0.0,Entire home/apt,60,4,2,2018-02-13,0.11,1,0
21824420,Christmas in the City w/ local vibe,22658012,Kathryn,Manhattan,Hell's Kitchen,40.76633,0.0,Entire home/apt,150,4,0,2019-06-23,0.72,1,0
21824864,The Great Room on the Upper East Side,27552154,Sylvia,Manhattan,Upper East Side,40.7627,0.0,Private room,90,3,1,2018-01-01,0.05,2,0
21825081,Beautiful apartment in Chinatown / Lower East Side,157967024,Jade,Manhattan,Chinatown,40.71508,0.0,Entire home/apt,125,4,5,2019-04-29,0.26,1,0
21825464,Bright Room In 2 Bedroom Flat With Outdoor Patio,13898361,Charles,Brooklyn,Williamsburg,40.71173,0.0,Private room,55,1,1,2017-12-30,0.05,1,0
21826195,Spacious Manhattan Studio - Greenwich Village,27090361,Kaleisha,Manhattan,Greenwich Village,40.73213,0.0,Entire home/apt,126,3,2,2017-11-26,0.1,1,0
21826266,Cozy Manhattan private room @Excellent location,159027871,Chuhan,Manhattan,Upper West Side,40.80204,0.0,Private room,35,10,2,2018-05-26,0.11,1,0
21826282,Lovely room in West Harlem,80512824,Yoleni,Manhattan,Harlem,40.81855,0.0,Private room,46,1,5,2018-04-11,0.25,1,0
21827276,Cozy Minimalist Small Room in a Great Apartment,93011199,Marion,Brooklyn,Bedford-Stuyvesant,40.68588,0.0,Private room,50,1,24,2018-05-24,1.21,1,0
21827433,"Huge, Cozy Brooklyn Duplex with Backyard",142662928,Nell,Brooklyn,Bedford-Stuyvesant,40.69292,0.0,Entire home/apt,160,5,0,2019-06-23,0.72,1,0
21828071,Sunny Brownstone Apartment in Brooklyn,9127501,Elianna,Brooklyn,Crown Heights,40.67737,0.0,Private room,70,3,0,2019-06-23,0.72,1,115
21828822,Bushwick room filled with character and antiques!,34692600,Mateo,Brooklyn,Bushwick,40.69608,0.0,Private room,45,2,1,2017-12-12,0.05,1,0
21829006,Room: Minimalist Artist Loft Williamsburg,43490965,Nicole,Brooklyn,Bedford-Stuyvesant,40.69854,0.0,Private room,50,2,4,2018-01-01,0.21,1,0
21829161,Brooklyn Studio,35404558,Brian,Brooklyn,Bedford-Stuyvesant,40.68476,0.0,Private room,300,1,4,2018-06-23,0.2,1,0
21829714,GORGEOUS Apartment in Astoria - close to Manhattan,41813694,Caro,Queens,Ditmars Steinway,40.77853,0.0,Entire home/apt,95,3,8,2019-06-03,0.67,1,3
21829821,Spacious room apt. Manhattan near Times Square.,159150155,Ronak,Manhattan,Hell's Kitchen,40.76793,0.0,Private room,150,1,1,2017-11-21,0.05,1,0
21830694,A Piece of mind in the city,57882444,Antrice,Bronx,Allerton,40.85973,0.0,Entire home/apt,70,2,7,2018-01-02,0.36,1,0
21833222,Williamsburg Brooklyn Apartment - Modern & Chill,51032135,Catherine,Brooklyn,Greenpoint,40.72754,0.0,Private room,45,1,1,2018-06-06,0.08,1,0
21833559,Williamsburg Retreat - 2 Floors & private backyard,44761940,David,Brooklyn,Williamsburg,40.71544,0.0,Entire home/apt,280,2,19,2018-11-23,0.99,1,0
21833654,Cozy room in Financial District!,159014806,Laura,Manhattan,Financial District,40.71025,0.0,Private room,45,7,3,2017-12-15,0.15,1,0
21835336,Dreamy Brooklyn Studio in Prospect Heights with AC,22630406,Andrea,Brooklyn,Prospect Heights,40.67376,0.0,Entire home/apt,125,2,14,2019-06-17,0.73,1,9
21835893,"Artist Flat, 5 min walk to Metro 30 mins from JFK",16356565,Shirley,Brooklyn,Flatbush,40.63435,0.0,Entire home/apt,95,2,41,2019-05-27,2.13,2,0
21836092,Kensington charmer,47343420,Jennifer,Brooklyn,Kensington,40.64407,0.0,Entire home/apt,150,2,10,2018-12-31,0.54,2,0
21836176,Bright Studio Alcove in Prime East Williamsburg,2233850,Brittney,Brooklyn,Williamsburg,40.70894,0.0,Entire home/apt,100,2,20,2019-06-10,1.08,1,0
21837620,"Huge Room, Modern Unit in Carroll Gardens",1703438,Josh,Brooklyn,Carroll Gardens,40.67574,0.0,Private room,59,5,1,2017-12-01,0.05,1,0
21838658,Private Room in Spacious Chelsea Loft,5111838,John,Manhattan,Chelsea,40.74661,0.0,Private room,99,7,19,2019-05-10,1.02,1,11
21838873,Brooklyn room,120437116,Melanie,Brooklyn,Red Hook,40.67896,0.0,Shared room,80,3,0,2019-06-23,0.72,1,0
21838962,Quiet Park Slope Sanctuary,6874341,Charlotte,Brooklyn,Park Slope,40.67145,0.0,Entire home/apt,115,3,2,2018-06-18,0.11,1,0
21839960,"Safe, Comfortable and Convenient",39346203,Amy,Queens,Forest Hills,40.72573,0.0,Private room,45,2,8,2018-01-14,0.4,1,0
21844040,Comfy Couch in Cool Modern Brooklyn (BUSHWICK) Apt,140433148,Lauren,Brooklyn,Bushwick,40.69634,0.0,Shared room,43,3,32,2019-06-16,1.86,3,104
21844210,"Large, sunny oasis in Manhattan",135554944,Stacey-Ann,Manhattan,Harlem,40.81088,0.0,Entire home/apt,275,2,2,2018-05-07,0.11,1,0
21844221,Charming & Cozy 1BR in Park Slope w/Outdoor Space,130623170,Aj,Brooklyn,Park Slope,40.68001,0.0,Entire home/apt,200,3,27,2019-06-24,2.67,1,336
21844377,In the heart of Chelsea and downtown,1317913,Lauren,Manhattan,Chelsea,40.74116,0.0,Private room,200,3,0,2019-06-23,0.72,2,158
21844499,Cozy Central Park West Brownstone,1684573,Emily,Manhattan,Upper West Side,40.78624,0.0,Entire home/apt,96,3,2,2017-12-01,0.1,1,0
21844578,Sunny + Spacious Master Bedroom with Outdoor Deck,1349340,Noah,Brooklyn,Clinton Hill,40.68769,0.0,Private room,65,3,2,2018-09-30,0.19,2,0
21845154,Warm and cosy apartment in the heart of New York,4495261,Julien,Manhattan,East Village,40.72631,0.0,Entire home/apt,180,7,2,2018-09-09,0.11,1,0
21845187,Sunny Private Room in Stunning Williamsburg Loft,159312334,Simon,Brooklyn,Williamsburg,40.71078,0.0,Private room,95,8,0,2019-06-23,0.72,1,13
21845780,Sky Cabin in Hell’s Kitchen! Steps to Times Square,5067783,Patrick,Manhattan,Hell's Kitchen,40.76564,0.0,Private room,125,1,53,2019-06-21,3.0,1,42
21846856,Sunny Private Room in a Cozy Shared Apartment,48735753,Amruta,Manhattan,Harlem,40.81589,0.0,Private room,36,2,0,2019-06-23,0.72,1,0
21848241,Artsy and charming retreat in Lefferts Garden,41911368,Katie,Brooklyn,Prospect-Lefferts Gardens,40.65684,0.0,Private room,95,1,48,2019-06-23,2.63,2,77
21849210,Charming alcove studio in PRIME location!!,25814915,Ashley,Manhattan,East Village,40.72755,0.0,Entire home/apt,150,4,1,2017-11-19,0.05,1,0
21849509,Private Bedroom in Modern CondoTriplex,90541057,Taylor,Brooklyn,Crown Heights,40.67672,0.0,Private room,85,1,32,2018-09-09,1.62,1,0
21849942,One bedroom in the Village,23443666,Shachar,Manhattan,West Village,40.73494,0.0,Entire home/apt,190,7,1,2018-01-05,0.05,1,0
21850082,Amazing Quite & Cozy Room with Private Backyard!,159362106,Matan,Brooklyn,Williamsburg,40.71345,0.0,Private room,61,1,25,2019-06-26,1.27,1,7
21850183,Perfect apartment for 2 (in Manhattan),49661012,Nompakamiso,Manhattan,Upper East Side,40.77408,0.0,Entire home/apt,130,5,6,2019-05-13,0.33,1,7
21850364,Gorgeous loft by the Flatiron building,7018179,Hugo,Manhattan,Flatiron District,40.74044,0.0,Entire home/apt,180,5,4,2019-01-03,0.22,1,0
21850834,Modern Touch.,159369488,Tara,Queens,Arverne,40.59686,0.0,Entire home/apt,200,2,18,2019-07-06,1.3,1,202
21851016,"Designer's private BR/Studio
+common kitch/bath",8869512,Antonio,Brooklyn,Crown Heights,40.67391,0.0,Private room,65,3,1,2018-04-02,0.06,1,0
21851228,"Clean, Comfy and Central Midtown Haven!",7709305,Sasha,Manhattan,Midtown,40.75393,0.0,Entire home/apt,200,2,29,2019-06-15,1.58,1,18
21851368,"Trendy, Chill & Comfy in Manhattan NYC",153025974,Kelsy,Manhattan,Washington Heights,40.84182,0.0,Entire home/apt,130,3,25,2019-06-22,1.36,1,155
21851390,East village apartment,158191137,Thomas,Manhattan,East Village,40.72863,0.0,Private room,70,3,8,2019-06-07,0.4,1,0
21851570,Studio In A New Building in Bedstuy,159379318,Heini,Brooklyn,Bedford-Stuyvesant,40.6797,0.0,Entire home/apt,95,7,4,2019-01-01,0.21,1,1
21851700,Perfect Manhattan Studio Apartment - Quiet Street,15907782,Chelsea,Manhattan,Chelsea,40.74031,0.0,Entire home/apt,150,3,9,2019-04-30,0.48,1,13
21851931,"Sunny modern loft studio, amazing Manhattan views",21816029,Melissa,Brooklyn,Greenpoint,40.72871,0.0,Entire home/apt,115,2,17,2019-02-24,0.86,1,0
21852060,Bright Brooklyn Apartment,50175698,Thiru,Brooklyn,Bedford-Stuyvesant,40.69108,0.0,Entire home/apt,80,5,1,2017-11-21,0.05,1,0
21852466,Spacious private apartment by Columbia University,44514403,Stephanie,Manhattan,Morningside Heights,40.80414,0.0,Entire home/apt,150,2,23,2018-05-28,1.18,1,0
21857734,Williamsburg Private Room in 4 BR Apt off L train,20346657,Leah,Brooklyn,Williamsburg,40.70941,0.0,Private room,42,7,4,2019-03-25,0.22,1,53
21859065,1 bedroom apartment in super central location,36757798,Nicky,Manhattan,West Village,40.73176,0.0,Entire home/apt,130,6,8,2019-01-02,0.41,1,0
21859249,"Cozy, bright and spacious 3BR apartment - Brooklyn",49213265,Mariana,Brooklyn,Crown Heights,40.67025,0.0,Entire home/apt,99,3,4,2019-05-12,0.22,1,0
21859359,Large Private Bedroom in Brooklyn (Bed-Stuy),23039272,Chahine,Brooklyn,Bedford-Stuyvesant,40.68214,0.0,Private room,51,1,1,2018-01-04,0.05,1,0
21859658,"Modern Chic, Pvt Gardn, 2 Stops to NYC, Brooklyn",3094754,Numi,Brooklyn,Sunset Park,40.65602,0.0,Entire home/apt,259,2,25,2019-06-17,1.3,2,355
21860011,Bright charming 2 bedroom in the heart of the LES,9572607,Nicole,Manhattan,Lower East Side,40.7235,0.0,Entire home/apt,250,2,5,2019-01-03,0.25,3,4
21860693,"Private room in bright, charming LES apartment",9572607,Nicole,Manhattan,Lower East Side,40.72291,0.0,Private room,71,1,5,2018-12-16,0.31,3,17
21861551,Brand-new Luxury apt. Stunning views by Penn st.,2431679,Danish,Manhattan,Chelsea,40.75117,0.0,Private room,155,2,7,2018-04-08,0.36,1,0
21861819,West Village Penthouse Studio,68550512,Steven,Manhattan,West Village,40.73738,0.0,Entire home/apt,135,4,39,2019-06-29,2.03,1,21
21862803,Beautiful  apt in great location,18405989,Guido,Brooklyn,Windsor Terrace,40.65281,0.0,Entire home/apt,150,7,0,2019-06-23,0.72,1,0
21863385,tranquil house,88852894,Nando,Brooklyn,Sheepshead Bay,40.59664,0.0,Private room,250,2,0,2019-06-23,0.72,1,178
21863411,Cozy Lower East Side 1-Bedroom,4950822,Matthew,Manhattan,Lower East Side,40.71952,0.0,Entire home/apt,150,2,0,2019-06-23,0.72,1,0
21863836,Bogro.,24092147,Jon,Brooklyn,Bushwick,40.69186,0.0,Private room,75,2,1,2018-04-01,0.06,1,88
21864653,Cozy Room for Rent in South Slope,33435096,Francesca,Brooklyn,Sunset Park,40.6588,0.0,Private room,50,2,44,2019-06-28,2.29,1,298
21864747,Affordable & Sunny Bungalow in Prime Williamsburg,57291936,Rebecca,Brooklyn,Williamsburg,40.71568,0.0,Private room,70,2,16,2019-05-19,0.85,1,3
21865904,Spacious room with private entrance.,133564044,Kaya,Brooklyn,Flatbush,40.6429,0.0,Private room,80,1,1,2018-01-01,0.05,1,0
